Id,SalePrice
1461,132239.0744745946
1462,158304.56864345373
1463,181735.15915818152
1464,186885.352306885
1465,189169.681374216
1466,187840.24892245117
1467,163720.85440294823
1468,175159.58223296213
1469,188694.8472233878
1470,126424.59580079053
1471,204225.71451998377
1472,117987.5738801306
1473,116885.07797175497
1474,153368.76103922326
1475,138484.2144578572
1476,249316.16009739513
1477,233154.83714700275
1478,247136.0250404858
1479,243992.91227562222
1480,228583.0394274919
1481,239497.65739387786
1482,197051.45578287297
1483,174593.57442378002
1484,176188.7170318424
1485,185097.83747211995
1486,202636.86452624755
1487,236344.08564534964
1488,226916.06550971605
1489,197151.5270213888
1490,185413.37275438214
1491,197345.28027457342
1492,116239.97522515623
1493,178278.43356190147
1494,245583.67140300147
1495,238013.03258998308
1496,204074.519416149
1497,181831.10296208505
1498,158760.6666796353
1499,158712.5629904883
1500,152950.29795934787
1501,175875.22817456297
1502,160771.04033597733
1503,220128.1114891126
1504,222860.5543392366
1505,204443.94675568937
1506,179387.1706756114
1507,217052.63990525977
1508,198787.54537323894
1509,164881.16794980897
1510,154494.93716729668
1511,145911.5052655737
1512,162873.57756469754
1513,153071.52114969539
1514,179318.4926088506
1515,173247.40387416945
1516,172921.48343740383
1517,150106.85531112633
1518,130348.16840827101
1519,214892.77076008814
1520,139561.42841979692
1521,143487.0454293236
1522,168516.33880621972
1523,114405.3564912962
1524,126373.41681126878
1525,131851.1969476818
1526,136166.36775767326
1527,122652.1335079676
1528,130697.88051364505
1529,141162.8880417057
1530,165848.23869575886
1531,134754.6782756119
1532,120102.95136885946
1533,147828.30120060476
1534,118480.63061611293
1535,150398.50863151235
1536,120898.71162818918
1537,118581.69445331937
1538,166594.4041814493
1539,179104.16468431643
1540,130880.22149458076
1541,161239.466222701
1542,143635.21805420157
1543,198071.72686655744
1544,112354.81105484173
1545,119500.5697222401
1546,127601.87774905397
1547,143977.59541634397
1548,136753.18469350587
1549,129671.40052135635
1550,148059.28697772487
1551,122379.34781343257
1552,152282.43282697958
1553,155074.91881768592
1554,117903.56451625077
1555,170143.06785642955
1556,129687.78970771284
1557,130128.48412238818
1558,115984.5924751662
1559,133307.6615998575
1560,151231.61578217044
1561,158990.984730289
1562,119653.36486083339
1563,128569.39426990086
1564,160451.104807872
1565,156572.46604587793
1566,211098.98018919333
1567,115398.62149354964
1568,212310.19921115035
1569,158377.38460050564
1570,134398.7070427081
1571,133098.86801634447
1572,143158.22737634263
1573,231179.07438530953
1574,144000.46619458162
1575,205995.1541450006
1576,208437.62813142253
1577,194806.49066993926
1578,161055.034949275
1579,142924.0912840366
1580,198111.8147812921
1581,133096.2123907223
1582,129560.26483304825
1583,239376.57150464933
1584,230134.7530148128
1585,138506.36552510984
1586,112676.32099650564
1587,114579.81943671999
1588,137333.43519764344
1589,121764.0720683207
1590,135639.78470824566
1591,114559.96418010359
1592,135086.0584943982
1593,123187.103966075
1594,151167.16514158348
1595,137965.74343667473
1596,205148.35817530655
1597,187068.66585001026
1598,192174.39771734885
1599,180399.05875069814
1600,183370.00353880462
1601,117253.51246332115
1602,129371.81191489428
1603,118416.2118499634
1604,212826.92720470505
1605,237281.74142621655
1606,168299.21909544975
1607,179787.1572946927
1608,202578.13655304868
1609,187595.16170616457
1610,156845.30759179132
1611,144057.11698480175
1612,158389.2607432921
1613,172502.6062779486
1614,129568.98512203428
1615,116029.42834791844
1616,113999.49749871409
1617,115416.9365580494
1618,127793.06543593248
1619,135598.30776137777
1620,171064.31284182874
1621,140509.07632367354
1622,148224.09018751103
1623,221327.22501461906
1624,194496.13035640368
1625,142784.2689001018
1626,175996.34367045827
1627,187018.79390065602
1628,242053.17791238337
1629,169591.15697810944
1630,225800.8297675855
1631,197220.03004622788
1632,223218.70913733062
1633,174201.01682944753
1634,182062.61390573843
1635,180479.45765131532
1636,156499.679663169
1637,178351.36545000054
1638,202022.75604261857
1639,187184.90349387488
1640,238405.34172384682
1641,190677.42841476054
1642,214383.71898083313
1643,224617.48444427643
1644,219883.55510101252
1645,171197.71051621705
1646,153972.39808224965
1647,169889.82019336554
1648,138851.32803603038
1649,135565.46906007998
1650,124783.1787404447
1651,124973.92404915974
1652,115160.70893755736
1653,117033.38876580345
1654,155563.59492569466
1655,162923.8701676801
1656,152444.04769029666
1657,155887.20771997096
1658,153544.8304157459
1659,144725.4074976783
1660,146267.21024026253
1661,248181.78314138655
1662,247569.8199060089
1663,251595.9525992168
1664,223566.44844752262
1665,245742.61979967513
1666,249819.98569781033
1667,242803.07973383204
1668,247751.5243773515
1669,234869.19600535557
1670,249614.97636780606
1671,239443.7794030157
1672,229606.19174544897
1673,241778.15471761842
1674,234022.33118189743
1675,175788.3585481439
1676,174472.09947625882
1677,198800.40289952414
1678,230086.77304674784
1679,240164.40786860193
1680,240037.75516381033
1681,213319.36912182352
1682,242417.0816819158
1683,195952.79274773563
1684,176481.01019231905
1685,173053.3335122797
1686,169527.79171141481
1687,171252.51238922626
1688,195629.50927763357
1689,196451.63144899943
1690,184682.24141484493
1691,177261.65850586706
1692,228244.66081256373
1693,172386.78593304503
1694,180948.34703560683
1695,171756.04013864422
1696,239338.4037646281
1697,173652.85626319455
1698,243586.81445898395
1699,233588.16302649517
1700,234455.38872903146
1701,236611.81559646607
1702,237627.48563574732
1703,236741.5601779662
1704,243087.3258647893
1705,201537.77214294646
1706,229303.5183590207
1707,201835.9608599822
1708,202194.33739155612
1709,238045.5511063938
1710,201750.79270811798
1711,232349.57652639048
1712,227130.57275403047
1713,246935.60483219015
1714,223486.16952764845
1715,200959.6065378167
1716,189550.2367504437
1717,178350.10200974386
1718,145338.55915913358
1719,204205.84712108225
1720,218816.51086985582
1721,191281.76138433305
1722,143975.11897974438
1723,158127.50883063595
1724,205431.98335360576
1725,223982.7460224658
1726,186844.12667648683
1727,169521.1365603095
1728,186914.82036338758
1729,151900.21386668985
1730,165679.54000417134
1731,119845.02444360532
1732,133002.6780104891
1733,129856.59837550778
1734,136151.27969563907
1735,131262.37477905324
1736,116128.47135248737
1737,229680.33933498836
1738,213695.7837991443
1739,213479.77377290788
1740,185507.05424133484
1741,161974.54268457755
1742,170609.39021612407
1743,170792.45199887513
1744,227014.18185422002
1745,222753.27992558895
1746,209422.77361034782
1747,204944.81635123526
1748,201338.17933043005
1749,163069.18897748445
1750,149628.4124506246
1751,223153.6655354747
1752,127160.75650014397
1753,142759.25152308415
1754,205404.98197385014
1755,161699.15799606382
1756,124778.07268806049
1757,123250.9726075528
1758,136194.46746993554
1759,166823.987609651
1760,156900.0937167294
1761,157258.22256403734
1762,165321.41698696345
1763,170145.96445760623
1764,118552.6537618525
1765,183159.08599925664
1766,173478.7057164047
1767,192841.33589632664
1768,139517.93809537453
1769,197408.44185963663
1770,140466.1580475916
1771,138512.85558196928
1772,147454.8704275542
1773,144085.19043874915
1774,132875.0035522164
1775,132911.51948172544
1776,130676.03207844053
1777,121197.77974865197
1778,131756.88796344324
1779,130424.22265037012
1780,196599.3474975332
1781,128038.6823649804
1782,112544.11569294904
1783,133165.01832652013
1784,116194.40969666722
1785,120728.68865372647
1786,147079.72615197123
1787,160912.8039007901
1788,113795.62049607967
1789,123451.48433872598
1790,119636.6272092278
1791,173377.20987746466
1792,159952.18792528549
1793,148125.11644912203
1794,141413.33103814413
1795,140974.53911840063
1796,130121.1264330984
1797,134108.9125414368
1798,122498.45645719564
1799,119063.46616259392
1800,129524.21267950826
1801,134804.87720053553
1802,159807.81265694828
1803,157493.73459383426
1804,140486.00376117928
1805,138149.47987664482
1806,117131.00687856675
1807,161264.27361904434
1808,130773.97794367335
1809,133545.50490603782
1810,148598.46449521845
1811,122141.1973548648
1812,127562.7641951199
1813,119176.94968397985
1814,114777.11064538013
1815,111987.75778334087
1816,111344.08482930844
1817,127955.97291489766
1818,133762.13250285332
1819,125048.60201974439
1820,112511.57340387176
1821,122238.7858604109
1822,161847.51967761084
1823,113175.28380265007
1824,133491.6181874612
1825,137293.59761244178
1826,114515.68300334076
1827,118000.94205140139
1828,139395.20311773045
1829,126514.4236596358
1830,150077.77665244104
1831,172156.222180264
1832,129673.4319722082
1833,147211.87332466373
1834,136689.49415867226
1835,159014.83143671489
1836,130478.01402696536
1837,117659.84442048753
1838,142019.21851896803
1839,113168.78253064907
1840,165966.12186199406
1841,152881.44918165953
1842,113902.63382647616
1843,142967.5713012989
1844,142686.59584161296
1845,145999.4794162976
1846,155105.70232735595
1847,150084.92408004063
1848,112695.2174789318
1849,125167.92153658724
1850,127684.68450407297
1851,145145.92882352925
1852,128204.94517576104
1853,136838.464285063
1854,182381.3780266104
1855,154669.04172836654
1856,212645.70222763275
1857,147889.2665172907
1858,148111.2201585652
1859,127184.8952774598
1860,149439.9846820961
1861,127337.05592168696
1862,235502.60015756873
1863,226951.70529847025
1864,226951.70529847025
1865,246295.49308158603
1866,244560.5345597642
1867,204564.26366662543
1868,234588.30825115638
1869,203088.206018757
1870,199943.00407153642
1871,215026.42159001643
1872,171858.93643065798
1873,215365.59706347165
1874,135614.99849811333
1875,200704.41606020546
1876,195495.91612978862
1877,200003.61876426206
1878,201177.2150550083
1879,138144.06294919254
1880,137243.25233696747
1881,237461.0323229159
1882,237935.0613548324
1883,202848.79967754934
1884,222634.36277662741
1885,219013.8359773099
1886,233253.68870199387
1887,199656.9428620453
1888,240012.0224418515
1889,158142.74672671853
1890,134612.42995096455
1891,142962.02826219375
1892,114899.11718491209
1893,133701.06400522654
1894,128757.18450560291
1895,153541.67454100683
1896,119516.88472155311
1897,121865.16895596856
1898,122311.87758687779
1899,134636.2517533469
1900,150974.9555691546
1901,158945.8345668243
1902,151836.89137784287
1903,205155.64855189002
1904,133254.49113143227
1905,169718.68080361653
1906,155064.74839347004
1907,206671.57577064342
1908,130608.92443418124
1909,136986.76470665052
1910,130667.84684363104
1911,191555.7421407501
1912,231770.93643455274
1913,156151.01018696564
1914,112475.79619280335
1915,211964.6755346758
1916,125090.88863091389
1917,236423.40384417927
1918,139294.03190303463
1919,157476.93681239194
1920,157674.96272028692
1921,248805.46469946773
1922,245469.83764125407
1923,187564.75159051563
1924,207270.15426586068
1925,215715.91863626198
1926,251561.60647609655
1927,138286.1190452719
1928,167714.8688171845
1929,126970.82847015225
1930,135883.35472231425
1931,140910.19292975072
1932,137306.11536369665
1933,165461.5623904396
1934,183814.28314209665
1935,178332.1724906235
1936,187261.60325342894
1937,184364.6863765712
1938,169895.9105550792
1939,222846.35363919518
1940,188381.1934293508
1941,181624.89133096597
1942,191643.7569906539
1943,188878.09816052185
1944,242605.23233345305
1945,248890.63004144543
1946,172218.56006547765
1947,235212.4273727332
1948,170986.0676783385
1949,218717.64531681107
1950,185488.70316733333
1951,225442.24056938756
1952,222081.69658835378
1953,165740.41324481598
1954,201565.7796645357
1955,126913.17839591697
1956,240760.1098381981
1957,158452.20123916533
1958,244357.1731988499
1959,144683.6026077178
1960,118932.91765427747
1961,123906.98443412321
1962,122397.25062513008
1963,128248.45992724254
1964,120749.55250976235
1965,150209.06902257356
1966,162725.35623585392
1967,236001.38540259015
1968,219586.4091589294
1969,254292.82964662527
1970,250811.38198443723
1971,252023.73666658948
1972,252578.06011139223
1973,234023.60017662612
1974,244960.64122666878
1975,225892.16409245314
1976,238405.57413417418
1977,244747.2705045991
1978,240968.5612485045
1979,244847.15498077928
1980,198647.8644479293
1981,242626.10230901075
1982,209640.60555219796
1983,205344.64391658065
1984,169273.29983230456
1985,200991.80953532067
1986,208673.45673710306
1987,178135.45876574755
1988,179496.35601792124
1989,189084.41473568272
1990,220473.31302380355
1991,200517.83815476744
1992,217637.61245015636
1993,176397.95434961698
1994,228993.89981153895
1995,193329.3495678292
1996,227043.49468938494
1997,241510.09550193747
1998,242162.40464111304
1999,234786.2793970706
2000,243267.7092290652
2001,233794.46074518823
2002,234767.37996915655
2003,233613.21702012813
2004,233813.77507477097
2005,199999.55950568954
2006,200190.33679730748
2007,236088.3586543346
2008,195113.55488820843
2009,186296.4165412281
2010,197143.02449289738
2011,155117.2506877785
2012,179172.51145198153
2013,184617.47645408724
2014,186972.14307886644
2015,190507.2504069728
2016,192147.27209981682
2017,196032.97010306217
2018,118188.32933303874
2019,132380.07367820293
2020,129268.30416788039
2021,124974.88146285438
2022,177866.9905773625
2023,144622.22512261628
2024,213534.2023998265
2025,242578.87439264002
2026,185120.46406946573
2027,151144.64570521202
2028,157533.0108264556
2029,170695.3794348737
2030,220757.04163128242
2031,207151.445655844
2032,210444.29451978017
2033,213321.4489962209
2034,166010.0224311321
2035,215368.24237909325
2036,183388.5598554686
2037,182662.70740639872
2038,213688.23524581981
2039,192182.2944624379
2040,241465.7677717853
2041,227726.6848280721
2042,201973.0669260203
2043,165170.4561200367
2044,183189.60377046856
2045,226178.9391771675
2046,132843.14549177268
2047,153170.8811287338
2048,130387.85168726539
2049,132116.48726918275
2050,195909.0178085934
2051,115551.39766601444
2052,132625.73318865336
2053,144958.8350176868
2054,112980.13077455937
2055,151659.8097106711
2056,129433.84504946959
2057,130473.88114653132
2058,206220.34327019117
2059,142436.23288448533
2060,155090.28683233922
2061,166364.62664132306
2062,137563.32899113768
2063,125024.01812913283
2064,141094.11538635404
2065,135171.0036317496
2066,184560.91916166453
2067,135593.2246346441
2068,132008.82153268173
2069,113369.85580160895
2070,113698.98053511602
2071,115066.89174873778
2072,137943.87934780336
2073,138114.57765549317
2074,191990.4863374253
2075,150536.37802796357
2076,126981.42418373778
2077,146774.13129186654
2078,132374.85509266204
2079,134816.05382422605
2080,119559.57257523292
2081,126245.00233585565
2082,131521.74894104298
2083,142562.06567054696
2084,113829.41162442445
2085,131900.69622932508
2086,145775.56719716062
2087,119370.89490836606
2088,130119.04974130681
2089,111400.90395242968
2090,136735.88951031037
2091,133921.46069643254
2092,138031.51473216718
2093,145028.43410036387
2094,145580.9919820599
2095,162536.8154507975
2096,112252.20231379557
2097,116384.1180798687
2098,147168.69501071252
2099,112150.11212277412
2100,133360.95326745237
2101,141176.21082456803
2102,145284.93560194154
2103,114490.36197254976
2104,136618.47920509343
2105,131916.433458223
2106,121593.53081157476
2107,205940.3033861679
2108,121350.85184922273
2109,120322.56460888211
2110,130160.53711355061
2111,165827.64118220576
2112,136377.57739864683
2113,123245.39764308286
2114,117897.30794224142
2115,143139.3161820038
2116,120049.4504262254
2117,152500.1303104349
2118,121927.88587522713
2119,116874.5501374157
2120,119305.69245352095
2121,121481.76202263494
2122,116444.78903422662
2123,113632.34638793112
2124,174471.11279781302
2125,131404.27032960072
2126,168419.24250086027
2127,151523.28723897057
2128,123256.35223264794
2129,119250.0812854972
2130,147245.3353548419
2131,158649.61103161424
2132,122237.39000981502
2133,121674.88029223305
2134,121101.84166241407
2135,124559.98230188954
2136,118831.1748800938
2137,124552.65209627317
2138,136892.61194929612
2139,152986.4208273096
2140,135782.9586793966
2141,141663.7945208891
2142,134220.16193584655
2143,139110.26597869847
2144,131346.34207772833
2145,134778.87443457614
2146,152428.68655835718
2147,162817.7848681977
2148,127981.32317087642
2149,136042.3326548345
2150,211430.83321299567
2151,138484.03230940335
2152,175521.50199265263
2153,154121.7980801063
2154,123993.1369511373
2155,131359.8715602228
2156,224080.90691164363
2157,223472.36276379204
2158,228217.61498967896
2159,199473.87130149233
2160,179867.02054091537
2161,230557.9070253124
2162,239138.93516142265
2163,251527.516974938
2164,217617.62771660983
2165,177458.6097843456
2166,140069.1518234079
2167,198817.38822545347
2168,205053.68544633262
2169,202999.47282099456
2170,223774.24628255106
2171,148987.612800852
2172,141619.16764523718
2173,154764.12322666968
2174,229905.36494457664
2175,238154.92058561742
2176,247580.481371227
2177,239609.23552343503
2178,211441.79170122117
2179,139726.27302369627
2180,211223.53813650415
2181,196121.53256161674
2182,228010.5579321599
2183,197888.5655262902
2184,139292.0299042905
2185,139291.19655307743
2186,145077.61864287924
2187,146046.78717397738
2188,140487.34753612877
2189,165016.086793528
2190,116487.69591418514
2191,116460.91907491328
2192,121150.19509356612
2193,124987.62244634912
2194,118517.28443761688
2195,122583.93678552956
2196,118702.57954944459
2197,118453.37432021264
2198,167427.05570321155
2199,170555.11486711577
2200,126070.9202946725
2201,138120.17242753872
2202,161831.80912048725
2203,160153.8868651929
2204,161753.15590162392
2205,115139.57781633647
2206,130797.23514861733
2207,196770.52097715726
2208,217572.76729067214
2209,180339.38615200057
2210,132756.4752110685
2211,118874.42169590501
2212,116632.40997543756
2213,114343.65413129677
2214,144773.03199571677
2215,115069.02774224535
2216,148527.7763470118
2217,125762.15467048695
2218,124086.81358472002
2219,120420.02416515378
2220,113575.77148264587
2221,212292.55843578203
2222,213091.08970848477
2223,229486.39518877206
2224,228507.75759241858
2225,147917.43225407385
2226,183931.16735349354
2227,200232.1690765571
2228,229518.4994773589
2229,225815.261245366
2230,155499.44892778076
2231,207062.07552449897
2232,176531.10710562152
2233,171506.57919859575
2234,204638.6215054643
2235,197645.2440941559
2236,229347.37670058745
2237,247258.06067044882
2238,199224.55885070612
2239,136659.88398326072
2240,164574.332255941
2241,147946.90141010695
2242,138094.3702550285
2243,135299.41204227894
2244,128513.65446610024
2245,123777.6132735621
2246,145331.67638529197
2247,123532.80367906224
2248,127787.58064813791
2249,129089.40312741318
2250,140937.47364586068
2251,143090.5849228077
2252,179189.32001800873
2253,148751.34403684177
2254,183647.85419004937
2255,194948.26869013268
2256,183627.1291634411
2257,195842.36652639075
2258,177065.99677732517
2259,183621.52385808923
2260,158872.18009671112
2261,178010.11198594916
2262,192391.79164881964
2263,242631.46908510313
2264,226848.42484895547
2265,173468.33493065237
2266,230201.13956829935
2267,228243.76957845487
2268,249864.91291476157
2269,167191.47098667707
2270,190790.79257631756
2271,236566.35503769811
2272,199235.96996011765
2273,164287.22868593247
2274,172993.84886969766
2275,170691.3954678166
2276,182453.0917454889
2277,183054.87513318215
2278,159821.7271573381
2279,119270.41515427803
2280,126812.6440572252
2281,172064.54914407455
2282,172536.02262326036
2283,117138.204084409
2284,116479.11146745185
2285,149405.4579748288
2286,130504.39107042667
2287,252780.61718098825
2288,240643.49108646007
2289,240243.74399140713
2290,253127.0716770201
2291,245486.68336643808
